id,source_date_accessed,source_id,author,year,gender,genre,title,format,catalogue_numbers
13,20100817,1800A013,ANON,1800,Female,a,A SHORT STORY: INTERSPERSED WITH POETRY. BY A YOUNG LADY. IN TWO VOLUMES,"2 vols (I vii, 201p; II 204p). 12&deg;",Corvey; CME 3-628-48689-0; EM 170: 4; EN2 1800: 15; ESTC t066394; OCLC 48154945
15,20100817,1800A015,ANON,1800,Female,a,TALES OF TRUTH. BY A LADY. UNDER THE PATRONAGE OF THE DUCHESS OF YORK. IN FOUR VOLUMES,4 vols (I 153p; II 179p; III 170p; IV 168p). 8&deg;,Corvey; CME 3-628-48874-5; EM 1279: 10; EN2 1800: 17; ESTC n013589; xOCLC
17,20100817,1800A017,Louise Marguerite BRAYER DE SAINT-L&#201;ON,1800,Female,?,"THE MONK OF THE GROTTO, OR EUGENIO & VIRGINIA. A TALE. IN TWO VOLUMES. FROM THE FRENCH","2 vols (I xxx, 238p; II 249p). 12&deg;",Corvey; CME 3-628-48265-8; ECB 391; EN2 1800: 60; xESTC; OCLC 6972779
19,20100817,1800A019,Mrs BURKE,1800,Female,?,"ELLIOTT: OR, VICISSITUDES OF EARLY LIFE. IN TWO VOLUMES. BY A LADY","2 vols (I viii, 338p; II 295p). 12&deg;",Corvey; CME 3-628-47524-4; EN2 1800: 20; ESTC t210673; OCLC 13611552
21,20100817,1800A021,Mrs CARVER,1800,Female,?,THE OLD WOMAN. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF THE HORRORS OF OAKENDALE ABBEY,2 vols (I 218p; II 255p). 12&deg;,Corvey; CME 3-628-48255-0; EN2 1800: 22; ESTC t223030; xOCLC
22,20100817,1800A022,Emily CLARK,1800,Female,?,"ERMINA MONTROSE; OR, THE COTTAGE OF THE VALE. IN THREE VOLUMES. WITH CHARACTERS FROM LIFE. BY EMILY CLARK, GRAND-DAUGHTER OF THE LATE COLONEL FREDERICK, AND AUTHOR OF ""IANTHE; OR, THE FLOWER OF CAERNARVON.""","3 vols (I viii, 239p; II 272p; III 244p). 12&deg;",Corvey; CME 3-628-47290-3; EM 131: 5; EN2 1800: 23; ESTC t070069; xOCLC
23,20100817,1800A023,Sarah COBBE,1800,Female,?,"JULIA ST. HELEN; OR, THE HEIRESS OF ELLISBOROUGH. A NOVEL. IN TWO VOLUMES. PUBLISHED BY SARAH COBBE, RELICT OF THE REV. RICHARD CHALONER COBBE, RECTOR OF BRADENHAM IN BUCKINGHAMSHIRE, AND CHAPLAIN TO THE RIGHT HONOURABLE THE EARL OF MOIRA","2 vols (I xvii, 228p; II 240p). 12&deg;",BL 12654.f.10; EN2 1800: 24; ESTC t107266; xOCLC
24,20100817,1800A024,Helen CRAIK,1800,Female,?|potgoth,"ADELAIDE DE NARBONNE, WITH MEMOIRS OF CHARLOTTE DE CORDET. A TALE. IN FOUR VOLUMES. BY THE AUTHOR OF HENRY OF NORTHUMBERLAND",4 vols (I 286p; II 267p; III 283p; IV 304p). 12&deg;,BL 12612.dd.2; EM 273: 1; EN2 1800: 25; ESTC t066881; OCLC 44524455
25,20100817,1800A025,Helen CRAIK,1800,Female,?|potgoth,"HENRY OF NORTHUMBERLAND, OR THE HERMIT'S CELL. A TALE OF THE FIFTEENTH CENTURY. IN THREE VOLUMES","3 vols (I xii, 233p, ill.; II 247p; III 249p). 12&deg;",Corvey; CME 3-628-47777-8; EN2 1800: 26; ESTC t200843; OCLC 31498366
26,20100817,1800A026,Mrs CROFFTS,1800,Female,?,ANKERWICK CASTLE. A NOVEL. IN FOUR VOLUMES. BY MRS. CROFFTS,4 vols (I 286p; II 251p; III 259p; IV 249p). 12&deg;,Corvey; CME 3-628-47352-7; EN2 1800: 27; ESTC n042635; OCLC 42783029
29,20100817,1800A029,Maria EDGEWORTH,1800,Female,goth,"CASTLE RACKRENT, AN HIBERNIAN TALE. TAKEN FROM FACTS, AND FROM THE MANNERS OF THE IRISH SQUIRES, BEFORE THE YEAR 1782","1 vol.  (xliv, 182p). 8&deg;",BL 12611.f.4; ECB 178 (3rd edn); EM 58: 1; EN2 1800: 30; ESTC t057317; OCLC 17804611
30,20100817,1800A030,Jane ELSON,1800,Female,?|potgoth,ROMANCE OF THE CASTLE. IN TWO VOLUMES,"2 vols (I ii, 236p, ill.; II 238p). 12&deg;",Corvey; CME 3-628-48470-7; EN2 1800: 31; ESTC t200842; xOCLC
31,20100817,1800A031,Mrs E. M. FOSTER,1800,Female,?,EMILY OF LUCERNE. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF THE DUKE OF CLARENCE,2 vols (I 240p; II 304p). 12&deg;,Corvey; CME 3-628-47563-5; EN2 1800: 32; ESTC n030766; xOCLC
32,20100817,1800A032,Mrs E. M. FOSTER,1800,Female,?,"FREDERIC & CAROLINE, OR THE FITZMORRIS FAMILY. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF REBECCA, JUDITH, MIRIAM, &C",2 vols (I 256p; II 296p). 12&deg;,BL 12613.aaa.11; CME 3-628-47838-3; EM 199: 2; EN2 1800: 33; ESTC t068576; xOCLC
33,20100817,1800A033,Mrs E. M. FOSTER,1800,Female,?,"JUDITH. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF REBECCA, MIRIAM, FITZMORRIS, &C",2 vols (I 285p; II 251p). 12&deg;,Corvey; CME 3-628-48010-8; EN2 1800: 34; ESTC t212789; xOCLC
34,20100817,1800A034,Mrs E. M. FOSTER,1800,Female,?,"MIRIAM. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF FREDERIC & CAROLINE, REBECCA, JUDITH, &C",2 vols (I 262p; II 271p). 12&deg;,Corvey; CME 3-628-48168-6; EM 1000: 5; EN2 1800: 35; ESTC n004164; OCLC 42866477
35,20100817,1800A035,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1800,Female,?,"THE RIVAL MOTHERS, OR CALUMNY. TRANSLATED FROM THE FRENCH OF MADAME DE GENLIS. IN FOUR VOLUMES","4 vols (I xix, 357p; II 382p; III 379p; IV 410). 12&deg;",BL N.2724; EN2 1800: 36; ESTC t144616; OCLC 14201504
37,20100817,1800A037,"Susannah GUNNING [n&#233;e MINIFIE, Susannah]",1800,Female,?,FASHIONABLE INVOLVEMENTS: A NOVEL. BY MRS. GUNNING. IN THREE VOLUMES,3 vols (I 236p; II 237p; III 207p). 12&deg;,University of Alberta PR3505.G85.F24.1800; EN2 1800: 38; ESTC n009730; OCLC 8527422
38,20100817,1800A038,Elizabeth HAMILTON,1800,Female,probnot,MEMOIRS OF MODERN PHILOSOPHERS. IN THREE VOLUMES,"3 vols (I xvi, 335p; II 402p; III 366p). 8&deg;",Corvey; CME 3-628-48063-9; ECB 252 (2nd edn); EM 130: 1; EN2 1800: 39; ESTC t064746; OCLC 5084139
39,20100817,1800A039,Mary Ann HANWAY,1800,Female,?,"ANDREW STUART, OR THE NORTHERN WANDERER. A NOVEL. IN FOUR VOLUMES. BY MARY ANN HANWAY, AUTHOR OF ELLINOR, OR THE WORLD AS IT IS","4 vols (I vi, 267p; II 314p; III 342p; IV 418p). 12&deg;",Corvey; CME 3-628-47624-0; EM 193: 1; EN2 1800: 40; ESTC t093969; OCLC 6778820
40,20100817,1800A040,Catherine HARRIS,1800,Female,?,"EDWARDINA, A NOVEL. IN TWO VOLUMES. DEDICATED TO MRS. SOUTER JOHNSTON. BY CATHERINE HARRIS","2 vols (I iv, 229p; II 263p). 12&deg;",Corvey; CME 3-628-47629-1; EM 1005: 14; EN2 1800: 41; ESTC n003448; OCLC 13357328
41,20100817,1800A041,Elizabeth HERVEY,1800,Female,?,THE MOURTRAY FAMILY. A NOVEL. IN FOUR VOLUMES,4 vols (I 299p; II 281p; III 276p; IV 276p). 12&deg;,Corvey; CME 3-628-48388-3; EM 2504: 1; EN2 1800: 42; ESTC n005765; OCLC 6793209
44,20100817,1800A044,Mrs A. KENDALL,1800,Female,?,"TALES OF THE ABBEY: FOUNDED ON HISTORICAL FACTS. IN THREE VOLUMES. BY A. KENDALL, AUTHOR OF ""DERWENT PRIORY, THE CASTLE ON THE ROCK,"" &C. &C","3 vols (I iv, 268p; II 314p; III 252p). 12&deg;",Corvey; CME 3-628-47996-7; EN2 1800: 45; ESTC n047689; OCLC 16721714
45,20100817,1800A045,Anne KER,1800,Female,potgoth,"ADELINE ST. JULIAN; OR, THE MIDNIGHT HOUR. A NOVEL. IN TWO VOLUMES. BY MRS. ANNE KER, AUTHOR OF THE HEIRESS DI MONTALDE, &C","2 vols (I 225p, ill.; II 228p). 12&deg;",Corvey; CME 3-628-47994-0; EM 286: 4; EN2 1800: 46; ESTC t070733; OCLC 6853516
46,20100817,1800A046,Anna Maria BENNETT,1800,Female,?,DE VALCOURT; IN TWO VOLUMES,2 vols (I 262p; II 250p). 12&deg;,BL 12612.aaa.29; EM 137: 6; EN2 1800: 48; ESTC t064714; xOCLC
52,20100817,1800A052,Anna Maria MACKENZIE,1800,Female,?,"FEUDAL EVENTS, OR, DAYS OF YORE. AN ANCIENT STORY. IN TWO VOLUMES. BY ANNA MARIA MACKENZIE, AUTHOR OF NEAPOLITAN, DUSSELDORF, &C. &C","2 vols (I xi, 242p, ill.; II 276p). 12&deg;",Corvey; CME 3-628-48095-7; EM 1282: 5; EN2 1800: 53; ESTC n006527; OCLC 36072881
53,20100817,1800A053,Mrs MARTIN,1800,Female,?,"JEANNETTE. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF MELBOURNE, REGINALD, DELORAINE, &C",4 vols (I 279p; II 263p; III 254p; IV 216p). 12&deg;,Corvey; CME 3-628-48012-4; EN2 1800: 54; xESTC; xOCLC
54,20100817,1800A054,Mary MEEKE,1800,Female,?,"ANECDOTES OF THE ALTAMONT FAMILY. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF THE SICILIAN, &C",4 vols (I 250p; II 266p; III 306p; IV 365p). 12&deg;,Corvey; CME 3-628-47059-5; EM 221: 1; EN2 1800: 55; ESTC t089386; OCLC 6929466
57,20100817,1800A057,Eliza PARSONS,1800,Female,potgoth,"THE MISER AND HIS FAMILY. A NOVEL. IN FOUR VOLUMES. BY MRS. PARSONS, AUTHOR OF THE VALLEY OF ST. GOTHARD, MYSTERIOUS WARNINGS, &C",4 vols (I 238p; II 263p; III 288p; IV 326p). 12&deg;,Corvey; CME 3-628-48397-2; EN2 1800: 58; ESTC t173325; OCLC 41886464
59,20100817,1800A059,Mary PILKINGTON,1800,Female,?,"THE CHILD OF HOPE; OR, INFIDELITY PUNISHED. A NOVEL. BY A LADY. IN THREE VOLUMES",3 vols (I 226p; II 239p; III 239p). 12&deg;,Corvey; CME 3-628-47263-6; EN2 1800: 4; ESTC t212844; xOCLC
62,20100817,1800A062,Regina Maria ROCHE,1800,Female,potgoth,"NOCTURNAL VISIT. A TALE. IN FOUR VOLUMES. BY MARIA REGINA [sic] ROCHE, AUTHOR OF THE CHILDREN OF THE ABBEY, MAID OF THE HAMLET, VICAR OF LANSDOWNE, AND CLERMONT",4 vols ( I 309p; II 290p; III 260p; IV 395p). 12&deg;,Corvey; CME 3-628-48463-4; EN2 1800: 63; ESTC t127131; OCLC 7032030
64,20100817,1800A064,Catherine SELDEN,1800,Female,?,"THE SAILORS. A NOVEL. IN TWO VOLUMES. BY THE AUTHORESS OF COUNT DE SANTERRE, THE ENGLISH NUN, AND LINDAR",2 vols (I 236p; II 180p). 12&deg;,"O Vet.A5.ef.2351, 2352; EN2 1800: 65; ESTC t178629; OCLC 7032609"
65,20100817,1800A065,Catherine SELDEN,1800,Female,?,"SERENA. A NOVEL. IN THREE VOLUMES. BY CATHARINE SELDEN, AUTHOR OF THE ENGLISH NUN, &C",3 vols (I 234p; II 216p; III 221p). 12&deg;,Corvey; CME 3-628-48637-8; EM 126: 3; EN2 1800: 66; ESTC t070705; xOCLC
66,20100817,1800A066,Sarah SHERIFFE,1800,Female,?,"HUMBERT CASTLE, OR THE ROMANCE OF THE RHONE. A NOVEL. IN FOUR VOLUMES","4 vols (I ii, 312p, ill.; II 318p; III 293p; IV 336p). 12&deg;",Corvey; CME 3-628-47752-2; EN2 1800: 67; ESTC n033323; OCLC 6820896
68,20100817,1800A068,Charlotte SMITH,1800,Female,potgoth,THE LETTERS OF A SOLITARY WANDERER: CONTAINING NARRATIVES OF VARIOUS DESCRIPTION. BY CHARLOTTE SMITH,"5 vols (I (1800) vii, 307p; II (1800) 317p; III (1801) 381p; IV (1802) viii, 276p; V (1802) 306p). 12&deg;",Corvey; CME 3-628-48660-2; ECB 544; EM 989: 14; EN2 1800: 69; ESTC n003685; NSTC S2380; OCLC 7096924
73,20100817,1800A073,Ann THICKNESSE,1800,Female,probnot,"THE SCHOOL FOR FASHION, IN TWO VOLUMES. BY MRS. THICKNESSE","2 vols (I xviii, 234p, ill.; II 286p, ill.). 8&deg;",CtY-BR 1975.801; ECB 584; EN2 1800: 74; ESTC n036333; OCLC 23033816
74,20100817,1800A074,Harriet VENTUM,1800,Female,?,"SELINA, A NOVEL, FOUNDED ON FACTS. BY A LADY. IN THREE VOLUMES","3 vols (I viii, 239p; II 268p; III 254p). 12&deg;",Corvey; CME 3-628-48643-2; EM 131: 3; EN2 1800: 14; ESTC t066392; OCLC 49468158
77,20100817,1800A077,Helena WELLS,1800,Female,?,"CONSTANTIA NEVILLE; OR, THE WEST INDIAN. A NOVEL. IN THREE VOLUMES. BY HELENA WELLS, AUTHOR OF ""THE STEP-MOTHER,"" &C","3 vols (I xxviii, 340p; II vii, 432p; III viii, 380p). 12&deg;",BL 12613.d.3; EM 291: 7 and 292: 1; EN2 1800: 77; ESTC t070084; OCLC 6946613
79,20100817,1800A079,Sally Sayward Barrell Keating WOOD,1800,Female,?|Fr,"JULIA AND THE ILLUMINATED BARON: A NOVEL FOUNDED ON RECENT FACTS, WHICH HAVE TRANSPIRED IN THE COURSE OF THE LATE REVOLUTION OF MORAL PRINCIPLES IN FRANCE",2 vols. 12&deg;,No complete copy of first edn located; EN2 Update 2; xESTC; xOCLC
81,20100817,1800A081,Mrs YEATES,1800,Female,?,"ELIZA, A NOVEL: IN TWO VOLUMES. BY MRS. YEATES, DAUGHTER OF THE LATE HOLLAND COOKSEY, ESQ. OF BRACES LEIGH, IN THE COUNTY OF WORCESTER","2 vols (I xii, 168p; II 180p). 12&deg;",Corvey; CME 3-628-48984-9; EN2 1800: 80; ESTC t144767; xOCLC
82,20100817,1800A082,,1800,Female,a,"VALLEY OF COLLARES, OR THE CAVERN OF HORRORS. A ROMANCE. IN THREE VOLUMES. TRANSLATED FROM THE PORTUGUESE",3 vols (I 247p; II 273p; III 264p). 12&deg;,Corvey; CME 3-628-48853-2; EN2 1800: 81; xESTC; OCLC 7111572
83,20100817,1801A001,ANON,1801,Female,a,"ADAMINA, A NOVEL, BY A LADY. IN TWO VOLUMES",2 vols (I 187p; II 187p). 12&deg;,Corvey; CME 3-628-47013-7; ECB 4; EN2 1801: 1; xNSTC; xOCLC
90,20100817,1801A008,ANON,1801,Female,a,THE MONASTERY OF GONDOLFO. A ROMANCE. BY A YOUNG LADY,1 vol.  (142p). 12&deg;,Dt OLS.188.r.80; EN2 1801: 9; NSTC M2821; xOCLC
99,20100817,1801A017,Mrs BULLOCK,1801,Female,?,"DOROTHEA, OR A RAY OF THE NEW LIGHT. IN THREE VOLUMES",3 vols (I 204p; II 183p; III 161p). 12&deg;,Corvey; ECB 169; EN2 1801: 4; NSTC D1596; OCLC 24595127
100,20100817,1801A018,Mary CHARLTON,1801,Female,?,"THE PIRATE OF NAPLES. A NOVEL. IN THREE VOLUMES. BY MARY CHARLTON, AUTHOR OF ROSELLA, ANDRONICA, PHEDORA, &C","3 vols (I 303p, ill.; II 308p; III 300p). 12&deg;",Corvey; CME 3-628-47256-3; ECB 107; EN2 1801: 16; xNSTC; xOCLC
101,20100817,1801A019,Mrs COLPOYS,1801,Female,?,"THE IRISH EXCURSION, OR I FEAR TO TELL YOU. A NOVEL. IN FOUR VOLUMES",4 vols (I 310p; II 300p; III 298p; IV 297p). 12&deg;,Corvey; CME 3-628-47462-0; ECB 300; EN2 1801: 17; NSTC C3182; OCLC 36098608
102,20100817,1801A020,Mrs CROFFTS,1801,Female,?,"SALVADOR, OR BARON DE MONTBELLIARD. IN TWO VOLUMES. BY MRS. CROFFTS, AUTHOR OF ANKERWICK CASTLE, &C",2 vols (I 256p; II 270p). 12&deg;,Corvey; CME 3-628-47344-6; ECB 144; EN2 1801: 18; NSTC C4234; xOCLC
105,20100817,1801A023,Anne Seymour DAMER,1801,Female,?,BELMOUR: A NOVEL. IN THREE VOLUMES,3 vols (I 256p; II 300p; III 332p). 12&deg;,Corvey; CME 3-628-47234-2; ECB 49; EN2 1801: 21; xNSTC; OCLC 3689586
108,20100817,1801A026,Maria EDGEWORTH,1801,Female,goth,BELINDA. BY MARIA EDGEWORTH. IN THREE VOLUMES,"3 vols (I 8, 370p; II 387p; III 359p). 12&deg;",BL 012611.e.31; ECB 178; EN2 1801: 24; NSTC E229; OCLC 4839110
109,20100817,1801A027,Maria EDGEWORTH,1801,Female,goth,"MORAL TALES FOR YOUNG PEOPLE. BY MARIA EDGEWORTH, AUTHOR OF PRACTICAL EDUCATION, &C","5 vols (I xi, 238p, ill.; II, 197p, ill.; III 192p, ill.; IV 190p; V 190p). 12&deg;",BL Ch.800/132; ECB 178; EN2 1801: 25; NSTC E239; OCLC 8856802
111,20100817,1801A029,Mrs E. M. FOSTER,1801,Female,?,"CONCEALMENT, OR THE CASCADE OF LLANTWARRYHN. A TALE. IN TWO VOLUMES. BY THE AUTHOR OF MIRIAM, JUDITH, FEDARETTA, &C",2 vols (I 222p; II 322p). 12&deg;,Corvey; CME 3-628-47307-1; ECB 129; EN2 1801: 27; xNSTC; xOCLC
113,20100817,1801A031,Elizabeth Sarah Villa-Real GOOCH,1801,Female,?,"TRUTH AND FICTION: A NOVEL, IN FOUR VOLUMES. BY ELIZ. SARAH VILLA-REAL GOOCH. AUTHOR OF THE CONTRAST, WANDERINGS OF IMAGINATION, FANCIED EVENTS, &C. &C","4 vols (I xvi, 271p, music; II 252p; III 244p; IV 233p). 12&deg;",Corvey; CME 3-628-48916-4; ECB 236; EN2 1801: 29; xNSTC; xOCLC
114,20100817,1801A032,Miss GUION,1801,Female,?|romance,"THE ITALIAN ROMANCE, IN TWO VOLUMES. BY MISS GUION, AUTHOR OF IMMELINA, A GERMAN STORY, IN THREE VOLUMES","2 vols (I vii, 195p; II 194p). 12&deg;",Corvey; CME 3-628-47915-0; ECB 249; EN2 1801: 30; NSTC G2366; xOCLC
115,20100817,1801A033,Miss S. HATFIELD,1801,Female,?,"SHE LIVES IN HOPES; OR, CAROLINE. A NARRATION FOUNDED UPON FACTS. BY MISS HATFIELD, OF MANCHESTER. (BY PERMISSION) DEDICATED TO HER ROYAL HIGHNESS THE PRINCESS OF ORANGE AND NASSAU. IN TWO VOLUMES","2 vols (I vii, 311p; II 297p). 12&deg;",BL 12611.bbb.17; ECB 258; EN2 1801: 31; NSTC H870; xOCLC
116,20100817,1801A034,Elizabeth HELME,1801,Female,potgoth,"ST. MARGARET'S CAVE: OR, THE NUN'S STORY. AN ANCIENT LEGEND. IN FOUR VOLUMES. BY ELIZABETH HELME, AUTHOR OF ALBERT, FARMER OF INGLEWOOD FOREST, LOUISA, &C. &C","4 vols (I xxviii, 260p; II 294p; III 296p; IV 320p). 12&deg;",Corvey; CME 3-628-47789-1; ECB 263; EN2 1801: 32; NSTC H1231; OCLC 6742922
117,20100817,1801A035,"Margaret HOLFORD [n&#233;e WRENCH, Margaret]",1801,Female,?,"FIRST IMPRESSIONS; OR, THE PORTRAIT. A NOVEL. IN FOUR VOLUMES. BY M. HOLFORD, AUTHOR OF SELIMA, GRESFORD VALE, POEMS, &C","4 vols (I iv, 271p, ill.; II 354p; III 344p; IV 349p). 12&deg;",Corvey; CME 3-628-47727-1; EN2 1801: 33; xNSTC; OCLC 13297931
118,20100817,1801A036,Esther HOLSTEN,1801,Female,?,"ERNESTINA; A NOVEL. DEDICATED, BY PERMISSION, TO HER ROYAL HIGHNESS THE DUCHESS OF YORK. BY ESTHER HOLSTEN. IN TWO VOLUMES","2 vols (I x, 277p; II 213p). 12&deg;",Corvey; CME 3-628-47741-7; ECB 278; EN2 1801: 34; xNSTC; xOCLC
119,20100817,1801A037,Rachel HUNTER,1801,Female,?|potgoth,"LETITIA: OR, THE CASTLE WITHOUT A SPECTRE. BY MRS. HUNTER, OF NORWICH. IN FOUR VOLUMES","4 vols (I xvi, 384p; II 345p; III 342p; IV 360p). 12&deg;",Corvey; CME 3-628-47786-7; ECB 289; EN2 1801: 35; NSTC H3176; OCLC 6820926
120,20100817,1801A038,Mrs ISAACS,1801,Female,?,"ARIEL, OR THE INVISIBLE MONITOR. IN FOUR VOLUMES","4 vols (I 359p, ill.; II 269p; III 297p; IV 344p). 12&deg;",Corvey; CME 3-628-47070-6; EN2 1801: 36; xNSTC; OCLC 4166449
121,20100817,1801A039,Isabella KELLY,1801,Female,goth,"RUTHINGLENNE, OR THE CRITICAL MOMENT. A NOVEL. IN THREE VOLUMES. DEDICATED, BY PERMISSION, TO LADY DALLING. BY ISABELLA KELLY, AUTHOR OF MADELINE, ABBEY OF ST. ASAPH, AVONDALE PRIORY, EVA, &C. &C","3 vols (I xii, 298p; II 284p; III 260p). 12&deg;",Corvey; CME 3-628-47929-0; ECB 317; EN2 1801: 37; NSTC K138; OCLC 6800194
122,20100817,1801A040,Anne KER,1801,Female,potgoth,"EMMELINE; OR, THE HAPPY DISCOVERY; A NOVEL, IN TWO VOLUMES. BY ANNE KER, AUTHOR OF THE HEIRESS DI MONTALDE, ADELINE ST. JULIAN, &C","2 vols (I viii, 271p; II 280p). 12&deg;",Corvey; CME 3-628-48003-5 ECB 186; EN2 1801: 38; NSTC K380; xOCLC
124,20100817,1801A042,"Sophia KING [afterwards FORTNUM, Sophia]",1801,Female,?|romance,"THE FATAL SECRET, OR, UNKNOWN WARRIOR; A ROMANCE OF THE TWELFTH CENTURY, WITH LEGENDARY POEMS. BY SOPHIA KING, AUTHOR OF WALDORF, OR THE DANGERS OF PHILOSOPHY; CORDELIA, A ROMANCE OF REAL LIFE; AND THE VICTIM OF FRIENDSHIP, A GERMAN ROMANCE","1 vol.  (vii, 211p). 8&deg;",BL N.2048(3); ECB 321; EN2 1801: 40; NSTC K593; OCLC 40239099
125,20100817,1801A043,"Sophia KING [afterwards FORTNUM, Sophia]",1801,Female,?|romance,"THE VICTIM OF FRIENDSHIP; A GERMAN ROMANCE. BY SOPHIA KING, AUTHOR OF TRIFLES FROM HELICON, &C",2 vols. 12&deg;,No copy located; EN2 1801: 41; xNSTC; xOCLC
126,20100817,1801A044,Harriet LEE,1801,Female,?,CANTERBURY TALES. VOLUME THE FOURTH. BY HARRIET LEE,1 vol.  (490p). 8&deg;,Corvey; CME 3-628-48017-5; ECB 336; EN2 1801: 42; NSTC L978; xOCLC
127,20100817,1801A045,Mrs LESLIE,1801,Female,?,A PLAIN STORY. IN FOUR VOLUMES,"4 vols (I 384p, ill.; II 322p; III 324p; IV 366p). 12&deg;",Corvey; CME 3-628-48474-X; EN2 1801: 43; xNSTC; xOCLC
128,20100817,1801A046,Alethea Brereton LEWIS,1801,Female,?,THE MICROCOSM. BY THE AUTHOR OF VICISSITUDES IN GENTEEL LIFE. IN FIVE VOLUMES,"5 vols (I xxviii, 248p; II vii, 255p; III vii, 264p; IV vii, 243p; V iv, 204p). 12&deg;",Corvey; CME 3-628-48128-7; ECB 383; EN2 1801: 44; NSTC L1464; OCLC 7881006
131,20100817,1801A049,Mrs MARTIN,1801,Female,?,"THE ENCHANTRESS, OR WHERE SHALL I FIND HER? A TALE. BY THE AUTHOR OF MELBOURNE, DELORAINE, REGINALD, &C",1 vol.  (335p). 12&deg;,Corvey; CME 3-628-47565-1; ECB 186; EN2 1801: 47; NSTC E865; OCLC 15582599
132,20100817,1801A050,Eliza Kirkham MATHEWS,1801,Female,?,WHAT HAS BEEN. A NOVEL. IN TWO VOLUMES,2 vols (I 288p; II 268p). 12&deg;,Corvey; CME 3-628-48898-2; EN2 1801: 48; xNSTC; OCLC 4104206
133,20100817,1801A051,Charlotte MATTHEW,1801,Female,?,INTROSPECTION; OR A PEEP AT REAL CHARACTERS. A NOVEL.&#8212;IN FOUR VOLS. BY CHARLOTTE MATTHEW,"4 vols (I vi, 207p; II 258p; III 304p; IV 312p). 12&deg;",MH-H EC8M4312801; ECB 373; EN2 1801: 49; xNSTC; OCLC 41981627
134,20100817,1801A052,Mary MEEKE,1801,Female,?,"MYSTERIOUS HUSBAND. A NOVEL. IN FOUR VOLUMES. BY GABRIELLI, AUTHOR OF THE MYSTERIOUS WIFE, &C. &C",4 vols (I 286p; II 273p; III 297p; IV 298p). 12&deg;,Corvey; CME 3-628-47882-0; EN2 1801: 50; xNSTC; OCLC 6932657
135,20100817,1801A053,Mary MEEKE,1801,Female,?,"WHICH IS THE MAN? A NOVEL. IN FOUR VOLUMES. BY MRS. MEEKE, AUTHOR OF ANECDOTES OF THE ALTAMONT FAMILY, ELLESMERE, &C","4 vols (I 275p, ill.; II 271p; III 288p; IV 256p). 12&deg;",Corvey; CME 3-628-48052-3; ECB 378; EN2 1801: 51; NSTC M1958; OCLC 6932572
136,20100817,1801A054,Frances Mary MILLS,1801,Female,?|romance,"THE CASTLE OF VILLEROY, A ROMANCE. BY FRANCES MARY MILLS","1 vol.  (xiii, 226p). 12&deg;",Corvey; CME 3-628-48165-1; EN2 1801: 52; xNSTC; OCLC 49436417
137,20100817,1801A055,Agnes MUSGRAVE,1801,Female,?,"THE CONFESSION: A NOVEL, IN FIVE VOLUMES. BY AGNES MUSGRAVE, AUTHOR OF CICELY OF RABY, THE SOLEMN INJUNCTION, &C",5 vols (I 266p; II 256p; III 247p; IV 260p; V 231p). 12&deg;,Corvey; CME 3-628-48171-6; ECB 402; EN2 1801: 53; NSTC M3773; OCLC 6950266
138,20100817,1801A056,Amelia Alderson OPIE,1801,Female,?,"THE FATHER AND DAUGHTER, A TALE, IN PROSE: WITH AN EPISTLE FROM THE MAID OF CORINTH TO HER LOVER; AND OTHER POETICAL PIECES. BY MRS. OPIE","1 vol.  (vii, 244p). 12&deg;",C S727d8029; ECB 423; EN2 1801: 54; NSTC O385; OCLC 4724550
139,20100817,1801A057,Eliza PARSONS,1801,Female,potgoth,"THE PEASANT OF ARDENNE FOREST: A NOVEL. IN FOUR VOLUMES. BY MRS. PARSONS, AUTHOR OF ANECDOTES OF TWO WELL-KNOWN FAMILIES THE MISER, THE VALLEY OF ST. GOTHARD, AN OLD FRIEND WITH A NEW FACE, WOMAN AS SHE SHOULD BE, MYSTERIOUS WARNING, &C",4 vols (I 276p; II 287p; III 296p; IV 328p). 12&deg;,Corvey; CME 3-628-48401-4; ECB 435; EN2 1801: 55; NSTC P566; OCLC 6968609
141,20100817,1801A059,Annabella PLUMPTRE,1801,Female,?,"THE WESTERN MAIL: BEING A SELECTION OF LETTERS MADE FROM THE BAG TAKEN FROM THE WESTERN MAIL, WHEN IT WAS ROBBED BY GEORGE &#8211;&#8211;&#8211;, IN 17&#8211;&#8211;. NOW FIRST PUBLISHED","1 vol.  (iv, 282p). 12&deg;",Corvey; CME 3-628-48897-4; ECB 631; EN2 1801: 57; NSTC P2155; OCLC 10475705
142,20100817,1801A060,Anne PLUMPTRE,1801,Female,?,"SOMETHING NEW: OR, ADVENTURES AT CAMPBELL-HOUSE. IN THREE VOLUMES. BY ANNE PLUMPTRE","3 vols (I iv, 348p; II 334p; III 355p). 12&deg;",Corvey; CME 3-628-48477-4; ECB 455; EN2 1801: 58; NSTC P2162; xOCLC
