id,source_date_accessed,source_id,author,year,gender,genre,title,format,catalogue_numbers
1515,20100817,1820A070,Sarah Scudgell WILKINSON,1820,Female,,"THE SPECTRE OF LANMERE ABBEY, OR THE MYSTERY OF THE BLUE AND SILVER BAG; A ROMANCE. BY SARAH WILKINSON: AUTHORESS OF THE BANDIT OF FLORENCE, FUGITIVE COUNTESS, WHEEL OF FORTUNE, &C. IN TWO VOLUMES",2 vols (I 212p; II 213p). 12&deg;,BL 12612.bb.28; ECB 638; EN2 1820: 70; NSTC 2W21064; OCLC 7129956
1532,20100817,1821A017,Arabella ARGUS,1821,Female,,"OSTENTATION AND LIBERALITY. A TALE. IN TWO VOLUMES. BY ARABELLA ARGUS, AUTHOR OF ""THE JUVENILE SPECTATOR;"" ""THE ADVENTURES OF A DONKEY,"" &C","2 vols (I 216p, ill.; II 216p, ill.). 18&deg;",Corvey; CME 3-628-47397-7; ECB 24; EN2 1821: 20; NSTC 2A15250; OCLC 26796198
1536,20100817,1821A021,Dorothea Primrose CAMPBELL,1821,Female,,HARLEY RADINGTON. A TALE. IN TWO VOLUMES. BY MISS D. P. CAMPBELL,"2 vols (I 278p, II 234p). 12&deg;",Corvey; CME 3-628-47208-3; ECB 94; EN2 1821: 24; NSTC 2C4397; xOCLC
1537,20100817,1821A022,Margaret CAMPBELL,1821,Female,,THE MIDNIGHT WANDERER; OR A LEGEND OF THE HOUSES OF ALTENBERG AND LINDENDORF. A ROMANCE. IN FOUR VOLUMES. BY MARGARET CAMPBELL,4 vols (I 227p; II 224p; III 222p; IV 257p). 12&deg;,Corvey; CME 3-628-47209-1; ECB 95; EN2 1821: 25; NSTC 2C4895; OCLC 6656096
1539,20100817,1821A024,E. D. CARR,1821,Female,,"FEARS AND CARES. A NOVEL. IN THREE VOLUMES. BY E. D. CARR, AUTHOR OF THE ADVERTISEMENT, OR TWENTY YEARS AGO, &C",3 vols (I 235p; II 231p; III 267p). 12&deg;,Corvey; CME 3-628-47216-4; ECB 99; EN2 1821: 27; NSTC 2C9359; xOCLC
1556,20100817,1821A041,Anne Julia Kemble HATTON,1821,Female,,"LOVERS AND FRIENDS; OR, MODERN ATTACHMENTS. A NOVEL. IN FIVE VOLUMES. BY ANNE OF SWANSEA, AUTHOR OF CONVICTION, GONZOLA DE BALDIVIA, CHRONICLES OF AN ILLUSTRIOUS HOUSE, SECRET AVENGERS, SECRETS IN EVERY MANSION, CAMBRIAN PICTURES, CESARIO ROSALBA, &C. &C","5 vols (I viii, 257p; II 286p; III 321p; IV 319p; V 315p). 12&deg;",Corvey; CME 3-628-48804-4; ECB 20; EN2 1821: 43; NSTC 2A13194; xOCLC
1557,20100817,1821A042,Laetitia-Matilda HAWKINS,1821,Female,,"HERALINE; OR, OPPOSITE PROCEEDINGS. BY LAETITIA-MATILDA HAWKINS. IN FOUR VOLUMES","4 vols (I iv, 362p; II 362p; III 349p; IV 408p). 12&deg;",BL 12613.bbb.21; ECB 259; EN2 1821: 44; NSTC 2H13208; OCLC 9673514
1558,20100817,1821A043,"Miss C. D. HAYNES [afterwards GOLLAND, Mrs C. D.]",1821,Female,,"ELEANOR; OR, THE SPECTRE OF ST. MICHAEL'S. A ROMANTIC TALE. IN FIVE VOLUMES. BY MISS C. D. HAYNES, AUTHOR OF CASTLE LE BLANC; FOUNDLING OF DEVONSHIRE; AUGUSTUS AND ADELINA, &C. &C",5 vols (I 276p; II 257p; III 259p; IV 246p; V 278p). 12&deg;,Corvey; CME 3-628-47716-6; ECB 260; EN2 1821: 45; NSTC 2H14180; xOCLC
1560,20100817,1821A045,Mrs HERON,1821,Female,,"CONVERSATION; OR, SHADES OF DIFFERENCE. A NOVEL. IN THREE VOLUMES. BY MRS. HERON",2 vols (I 236p; II 238p; III 219p). 12&deg;,Corvey; CME 3-628-47886-3; ECB 266; EN2 1821: 47; NSTC 2H18810; xOCLC
1564,20100817,1821A049,Hannah Maria JONES,1821,Female,,"GRETNA GREEN; OR, THE ELOPEMENT OF MISS D&#8212;&#8212; WITH A GALLANT SON OF MARS. FOUNDED ON RECENT FACTS","1 vol.  (694p, ill.). 8&deg;",BL 012638.r.28; EN2 1821: 51; NSTC 2J10429; OCLC 46420563
1565,20100817,1821A050,Mrs KELLY,1821,Female,,"THE FATALISTS; OR, RECORDS OF 1814 AND 1815. A NOVEL. IN FIVE VOLUMES. BY MRS. KELLY, AUTHOR OF THE MATRON OF ERIN, &C","5 vols (I ii, 275p; II 265p; III 291p; IV 294p; V 301p). 12&deg;",Corvey; CME 3-628-48008-6; ECB 317; EN2 1821: 52; NSTC 2K2012; xOCLC
1567,20100817,1821A052,Mary Ann KELTY,1821,Female,,THE FAVOURITE OF NATURE. A TALE. IN THREE VOLUMES,"3 vols (I iv, 366p; II 414p; III 383p). 12&deg;",Corvey; CME 3-628-47503-1; ECB 201; EN2 1821: 54; NSTC 2K2397; OCLC 6284497
1568,20100817,1821A053,Elizabeth B. LESTER,1821,Female,,THE WOMAN OF GENIUS. IN THREE VOLUMES,3 vols (I (1821) 227p; II (1821) 230p; III (1822) 207p). 12&deg;,Corvey; CME 3-628-48975-X; ECB 645; EN2 1821: 55; NSTC 2W29105; xOCLC
1572,20100817,1821A057,Miss E. H. M'LEOD,1821,Female,,TALES OF TON; THE FIRST SERIES; CONTAINING FASHIONABLE CHARACTERS. A NOVEL. IN FOUR VOLUMES. BY MISS M'LEOD,"4 vols (I iii, 250p; II 327p; III 344p; IV 380p). 12&deg;",Corvey; CME 3-628-48087-6; ECB 361; EN2 1821: 57; NSTC 2M7092; OCLC 1468054
1573,20100817,1821A058,Miss E. H. M'LEOD,1821,Female,,TALES OF TON; THE SECOND SERIES. BY MISS M'LEOD. IN FOUR VOLUMES,4 vols (I 307p; II 274p; III 320p; IV 314p). 12&deg;,Corvey; CME 3-628-48087-6; ECB 361; EN2 1821: 58; NSTC 2M7092; OCLC 6901798
1574,20100817,1821A059,Alicia MOORE,1821,Female,,"THE SISTERS: A NOVEL, IN FOUR VOLUMES",4 vols (I 284p; II 236p; III 244p; IV 248p). 8&deg;,Corvey; CME 3-628-48748-X; ECB 540; EN2 1821: 60; NSTC 2M34520; OCLC 13347522
1575,20100817,1821A060,Amelia Alderson OPIE,1821,Female,,"THE ONLY CHILD; OR, PORTIA BELLENDEN. A TALE",1 vol.  (326p). 12&deg;,Corvey; CME 3-628-48257-7; EN2 1821: 61; NSTC 2B16619; OCLC 47286558
1576,20100817,1821A061,Anna Maria PORTER,1821,Female,?|potgoth,"THE VILLAGE OF MARIENDORPT. A TALE. BY MISS ANNA MARIA PORTER, AUTHOR OF THE FAST OF ST. MAGDALEN, KNIGHT OF ST. JOHN, &C. &C. &C. IN FOUR VOLUMES","4 vols (I vi, 303p; II 336p; III 313p; IV 455p). 12&deg;",Corvey; CME 3-628-48305-0; ECB 464; EN2 1821: 62; NSTC 2P22260; OCLC 6972448
1577,20100817,1821A062,Charlotte Caroline RICHARDSON,1821,Female,,"THE SOLDIER'S CHILD: OR, VIRTUE TRIUMPHANT. A NOVEL. BY CHARLOTTE CAROLINE RICHARDSON, AUTHOR OF ""HARVEST, A POEM:"" ALSO OF ""ISAAC AND REBECCA; AND OTHER POEMS."" IN TWO VOLUMES",2 vols (I 303p; II 300p). 12&deg;,Corvey; CME 3-628-48575-4; ECB 492; EN2 1821: 63; NSTC 2R9457; xOCLC
1580,20100817,1821A065,Charlotte SMITH,1821,Female,,THE REPUBLICAN'S MISTRESS; A NOVEL FOUNDED UPON FACTS. BY CHARLOTTE SMITH. IN THREE VOLUMES,3 vols (I 286p; II 287p; III 345p). 12&deg;,Corvey; CME 3-628-48661-0; ECB 544; EN2 1821: 66; NSTC 2S25620; OCLC 7071452
1581,20100817,1821A066,"Ad&#233;laide Marie Emilie, Marquise de SOUZA-BOTELHO",1821,Female,,HELEN DE TOURNON: A NOVEL. BY MADAME DE SOUZA. TRANSLATED FROM THE FRENCH. IN TWO VOLUMES,2 vols (I 269p; II 263p). 12&deg;,BL N.368; ECB 552; EN2 1821: 67; NSTC 2F7815; OCLC 14350212
1582,20100817,1821A067,Louisa Sidney STANHOPE,1821,Female,,"THE FESTIVAL OF MORA. AN HISTORICAL ROMANCE. BY LOUISA SIDNEY STANHOPE, AUTHOR OF MONTBRAZIL ABBEY, THE BANDIT'S BRIDE, THE CRUSADERS, &C. &C. &C. IN FOUR VOLUMES",4 vols (I 291p; II 284p; III 277p; IV 258p). 12&deg;,Corvey; CME 3-628-48776-5; ECB 558; EN2 1821: 68; NSTC 2S36109; OCLC 7097076
1583,20100817,1821A068,Mary STERNDALE,1821,Female,,THE LIFE OF A BOY. BY THE AUTHOR OF THE PANORAMA OF YOUTH. IN TWO VOLUMES,"2 vols (I vii, 432p; II 453p). 12&deg;",Corvey; CME 3-628-48050-7; ECB 563; EN2 1821: 69; NSTC 2S41197; OCLC 13417810
1584,20100817,1821A069,Janet STEWART,1821,Female,,"ST. AUBIN; OR, THE INFIDEL. IN TWO VOLUMES",2 vols (I 316p; II 348p). 12&deg;,Corvey; CME 3-628-48593-2; ECB 511; EN2 1821: 13; NSTC 2S1527; OCLC 37445706
1585,20100817,1821A070,Ann TAYLOR,1821,Female,,"RETROSPECTION: A TALE. BY MRS. TAYLOR, OF ONGAR, AUTHOR OF ""MATERNAL SOLICITUDE,"" &C. &C","1 vol.  (230p, ill.). 12&deg;",Corvey; CME 3-628-48944-X; EN2 1821: 70; NSTC 2T3029; OCLC 33808320
1586,20100817,1821A071,Jane TAYLOR,1821,Female,,"PRUDENCE AND PRINCIPLE: A TALE. BY THE AUTHOR OF ""RACHEL,"" AND ""THE AUTHORESS.""","1 vol.  (vii, 213p). 12&deg;",BL 1152.e.8; EN2 1821: 71; NSTC 2P28313; xOCLC
1588,20100817,1821A073,Catherine George WARD,1821,Female,,"THE ORPHAN BOY, OR TEST OF INNOCENCE. BY MRS CATHERINE G. WARD, AUTHORESS OF ""THE ROSE OF CLAREMONT;"" ""MYSTERIOUS MARRIAGE;"" ""MY NATIVE LAND;"" ""DAUGHTER OF ST. OMER;"" ""SACRED DEPOSIT;"" ""BACHELOR'S HEIRESS;"" ""ROBERTINA;"" ""POEMS;"" &C. &C. &C. &C","1 vol.  (768p, ill.). 8&deg;",BL N.2008; EN2 1821: 73; NSTC 2W4967; OCLC 13209379
1589,20100817,1821A074,Zara WENTWORTH,1821,Female,,"THE HERMIT'S CAVE; OR, THE FUGITIVE'S RETREAT. A ROMANCE. IN FOUR VOLUMES: BY ZARA WENTWORTH, AUTHOR OF THE RECLUSE OF ALBYN HALL, &C",4 vols (I 225p; II 239p; III 221p; IV 247p). 12&deg;,Corvey; CME 3-628-48885-0; ECB 629; EN2 1821: 74; NSTC 2W12929; OCLC 13325609
1591,20100817,1822A001,Miss AIMWELL,1822,Female,,"GOOD-NATURE: OR, SENSIBILITY: AND OTHER TALES. BY MISS AIMWELL. IN THREE VOLUMES",3 vols (I 271p; II 277p; III 258p). 12&deg;,Corvey; CME 3-628-47029-3; ECB 9; EN2 1822: 15; NSTC 2A5708; OCLC 20599377
1608,20100817,1822A018,Elizabeth BARBER,1822,Female,,DANGEROUS ERRORS: A TALE,"1 vol.  (vii, 254p, ill.). 12&deg;",Corvey; CME 3-628-47395-0; ECB 151; EN2 1822: 19; NSTC 2B7216; xOCLC
1611,20100817,1822A021,Lady Charlotte Susan Maria BURY,1822,Female,,CONDUCT IS FATE. IN THREE VOLUMES,3 vols (I 312p; II 301p; III 352p). 12&deg;,Corvey; CME 3-628-47309-8; ECB 130; EN2 1822: 22; NSTC 2C33699; OCLC 11679563
1616,20100817,1822A026,Joan DE LUCE,1822,Female,,CURIOSITY. A NOVEL. IN THREE VOLUMES. BY JOAN DE LUCE,3 vols (I 240p; II 229p; III 237p). 12&deg;,Corvey; CME 3-628-48122-8; ECB 158; EN2 1822: 27; NSTC 2D8559; xOCLC
1619,20100817,1822A029,Rebecca EDRIDGE,1822,Female,,"THE SCRINIUM, IN TWO VOLUMES. BY REBECCA EDRIDGE","2 vols (I viii, 355p; II iv, 380p). 12&deg;",Corvey; CME 3-628-47514-7; ECB 179; EN2 1822: 30; NSTC 2E4721; OCLC 8932805
1625,20100817,1822A035,Sarah GREEN,1822,Female,,"WHO IS THE BRIDEGROOM? OR, NUPTIAL DISCOVERIES. A NOVEL. IN THREE VOLUMES. BY MRS. GREEN, AUTHOR OF GOOD MEN OF MODERN DATE, THE FUGITIVE, ROMANCE-READERS AND ROMANCE-WRITERS, REFORMIST, FESTIVAL OF ST. JAGO, CARTHUSIAN FRIAR, ROYAL EXILES, &C. &C",3 vols (I 267p; II 229p; III 262p). 12&deg;,Corvey; CME 3-628-47852-9; ECB 243; EN2 1822: 36; NSTC 2G20160; xOCLC
1626,20100817,1822A036,Mrs William HACK,1822,Female,,REFORMATION: A NOVEL. IN THREE VOLUMES,3 vols (I 362p; II 303p; III 333p). 12&deg;,Corvey; CME 3-628-48523-1; ECB 484; EN2 1822: 10; NSTC 2R5611; xOCLC
1627,20100817,1822A037,Anne Raikes HARDING,1822,Female,,"THE REFUGEES, AN IRISH TALE. BY THE AUTHOR OF CORRECTION, DECISION, &C. &C. IN THREE VOLUMES",3 vols (I 287p; II 301p; III 354p). 12&deg;,Corvey; CME 3-628-47459-0; ECB 484; EN2 1822: 37; NSTC 2H7491; OCLC 13308855
1628,20100817,1822A038,Jane HARVEY,1822,Female,,"SINGULARITY. A NOVEL. IN THREE VOLUMES. BY JANE HARVEY, AUTHOR OF BROUGHAM CASTLE, WARKFIELD CASTLE, &C",3 vols (I 297p; II 296p; III 349p). 12&deg;,Corvey; CME 3-628-47634-8; ECB 257; EN2 1822: 38; NSTC 2H11043; xOCLC
1629,20100817,1822A039,Anne Julia Kemble HATTON,1822,Female,,"GUILTY OR NOT GUILTY; OR, A LESSON FOR HUSBANDS. A TALE. IN FIVE VOLUMES. BY ANN OF SWANSEA, AUTHOR OF CONVICTION, CESARIO ROSALBA, SECRETS IN EVERY MANSION, CHRONICLES OF AN ILLUSTRIOUS HOUSE, LOVERS AND FRIENDS, GONZALO DI BALDIVIA, SECRET AVENGERS, CAMBRIAN PICTURES, &C. &C","5 vols (I ii, 294p; II 296p; III 328p; IV 326p; V 290p). 12&deg;",Corvey; CME 3-628-48803-6; ECB 20; EN2 1822: 39; NSTC 2A13193; OCLC 21345271
1630,20100817,1822A040,Mary Ann HEDGE,1822,Female,,"THE FLATTERER; OR, FALSE FRIENDSHIP. A TALE. BY MARY ANNE HEDGE, AUTHOR OF AFFECTION'S GIFT, &C","1 vol.  (160p, ill.). 12&deg;",Corvey; CME 3-628-51034-1; ECB 208; EN2 1822: 40; NSTC 2H15917; OCLC 21343151
1631,20100817,1822A041,Mary Ann HEDGE,1822,Female,,"LIFE; OR, FASHION AND FEELING. A NOVEL. IN THREE VOLUMES. BY MARY ANNE HEDGE, AUTHOR OF AFFECTION'S GIFT; THE RETREAT; LETTERS ON HISTORY, SACRED AND PROFANE; YOUNG INFIDEL; MEMOIRS OF JAMES II; TWILIGHT HOURS IMPROVED; TREASURES OF THOUGHT, &C",3 vols (I 249p; II 243p; III 240p). 12&deg;,Corvey; CME 3-628-47719-0; ECB 262; EN2 1822: 41; NSTC 2H15921; xOCLC
1632,20100817,1822A042,Isabel HILL,1822,Female,,"CONSTANCE, A TALE. BY ISABEL HILL, AUTHOR OF 'THE POET'S CHILD,' A TRAGEDY","1 vol.  (vii, 279p). 12&deg;",Corvey; CME 3-628-47689-5; ECB 269; EN2 1822: 42; xNSTC; xOCLC
1633,20100817,1822A043,"Barbara HOFLAND [formerly HOOLE, Barbara]",1822,Female,?,TALES OF THE MANOR. BY MRS. HOFLAND. IN FOUR VOLUMES,4 vols (I 344p; II 309p; III 342p; IV 309p). 12&deg;,Corvey; CME 3-628-51039-2; ECB 275; EN2 1822: 43; NSTC 2H29420; OCLC 6768688
1637,20100817,1822A047,Frances JAMIESON,1822,Female,,"THE HOUSE OF RAVENSPUR, A ROMANCE. BY MRS. JAMIESON. IN FOUR VOLUMES",4 vols (I 312p; II 306p; III 300p; IV 329p). 12&deg;,Corvey; CME 3-628-47930-4; ECB 306; EN2 1822: 47; NSTC 2T12204; OCLC 42216165
1638,20100817,1822A048,Mary JOHNSTON,1822,Female,,"DOMESTIC TALES; CONTAINING THE MERCHANT'S WIFE AND HER SISTER. BY MARY JOHNSTON, AUTHOR OF ""THE LAIRDS OF GLENFERN; OR, HIGHLANDERS OF THE NINETEENTH CENTURY.""",1 vol.  (220p). 12&deg;,Corvey; CME 3-628-51080-5; ECB 310; EN2 1822: 48; NSTC 2J9504; OCLC 40239101
1641,20100817,1822A051,Mary Ann KELTY,1822,Female,,"OSMOND, A TALE. BY THE AUTHOR OF ""THE FAVOURITE OF NATURE:"" IN THREE VOLUMES","3 vols (I iv, 312p; II 327p; III 396p). 12&deg;",BL N.118; ECB 318; EN2 1822: 51; NSTC 2K2406; OCLC 12862142
1642,20100817,1822A052,Lady Caroline LAMB,1822,Female,,GRAHAM HAMILTON,2 vols (I 221p; II 186p). 12&deg;,Corvey; CME 3-628-47791-3; ECB 238; EN2 1822: 52; NSTC 2L2307; OCLC 2806974
1645,20100817,1822A055,Mrs M. MAINWARING,1822,Female,,"MOSCOW; OR, THE GRANDSIRE. AN HISTORICAL TALE. IN THREE VOLUMES",3 vols (I 286p; II 264p; III 286p). 12&deg;,Corvey; CME 3-628-48338-7; ECB 398; EN2 1822: 57; NSTC 2M10325; OCLC 42055732
1648,20100817,1822A058,Miss E. H. M'LEOD,1822,Female,,TALES OF TON. THIRD SERIES. BY MISS M'LEOD. IN FOUR VOLUMES,4 vols (I 294p; II 286p; III 262p; IV 290p). 12&deg;,Corvey; CME 3-628-48087-6; ECB 361; EN2 1822: 56; NSTC 2M7092; xOCLC
1649,20100817,1822A059,Eliza NATHAN,1822,Female,,"LANGREATH, A TALE. BY MRS. NATHAN, AUTHORESS OF ELVINGTON. IN THREE VOLUMES",3 vols (I 350p; II 348p; III 468p). 12&deg;,Corvey; CME 3-628-48250-X; ECB 406; EN2 1822: 59; NSTC 2N1559; xOCLC
1650,20100817,1822A060,Amelia Alderson OPIE,1822,Female,,"MADELINE, A TALE. BY MRS. OPIE",2 vols (I 345p; II 333p). 12&deg;,Corvey; CME 3-628-48262-3; ECB 423; EN2 1822: 60; NSTC 2O4389; OCLC 608874
1652,20100817,1822A062,Anna Maria PORTER,1822,Female,?|potgoth|romance,"ROCHE-BLANCHE; OR, THE HUNTERS OF THE PYRENEES. A ROMANCE. BY MISS ANNA MARIA PORTER, AUTHOR OF ""THE VILLAGE OF MARIENDORPT,"" &C. IN THREE VOLUMES","3 vols (I xi, 374p; II 419p; III 568p). 12&deg;",Corvey; CME 3-628-48303-4; ECB 463; EN2 1822: 62; NSTC 2P22258; OCLC 6976739
1658,20100817,1822A068,Catharine Maria SEDGWICK,1822,Female,,"A NEW-ENGLAND TALE. FROM THE SECOND AMERICAN EDITION, REVISED AND CORRECTED BY THE AUTHOR","1 vol.  (xi, 297p). 12&deg;",O Douce.T.158; CME 3-628-48191-0; EN2 1822: 69; NSTC 2S12235; OCLC 8782031
1660,20100817,1822A070,Elizabeth Isabella SPENCE,1822,Female,,"OLD STORIES. BY MISS SPENCE, AUTHOR OF ""A TRAVELLER'S TALE,"" &C. &C. IN TWO VOLUMES","2 vols (I vii, 184p; II 208p). 12&deg;",Corvey; CME 3-628-51135-6; ECB 554; EN2 1822: 71; NSTC 2S33538; OCLC 11454867
1661,20100817,1822A071,Rosalia ST CLAIR,1822,Female,,"CLAVERING TOWER. A NOVEL. IN FOUR VOLUMES. BY ROSALIA ST. CLAIR, AUTHOR OF THE BLIND BEGGAR, SON OF O'DONNEL, HIGHLAND CASTLE AND LOWLAND COTTAGE, &C",4 vols (I 241p; II 206p; III 268p; IV 219p). 12&deg;,Corvey; CME 3-628-48492-8; ECB 511; EN2 1822: 65; NSTC 2S1991; OCLC 7032234
1662,20100817,1822A072,Lady Isabella Wellwood STODDART,1822,Female,,"TALES OF MY AUNT MARTHA; CONTAINING I. THE LAIRD, A SCOTTISH TALE; II. THE SISTERS, AN ENGLISH TALE; III. THE CHATEAU IN LA VENDEE, A FRENCH TALE","3 vols (I xxiv, 344p; II 372p; III 341p). 12&deg;",Corvey; CME 3-628-48868-0; ECB 60; EN2 1822: 72; NSTC 2B36121; xOCLC
1667,20100817,1822A077,Catherine George WARD,1822,Female,,"FAMILY PORTRAITS; OR, DESCENDANTS OF TRELAWNEY. BY CATHERINE G. WARD, AUTHORESS OF&#8212;THE MYSTERIOUS MARRIAGE,&#8212;THE ROSE OF CLAREMONT,&#8212; POEMS,&#8212;THE ORPHAN BOY,&#8212; BACHELOR'S HEIRESS,&#8212;MY NATIVE LAND,&#8212;&C. &C","1 vol.  (694p, ill.). 8&deg;",C 8450.c.21; EN2 1822: 77; NSTC 2W4959; OCLC 3457793
1669,20100817,1822A079,Zara WENTWORTH,1822,Female,,"THE UNCLES; OR, SELFISHNESS AND LIBERALITY. A NOVEL. IN THREE VOLUMES. BY ZARA WENTWORTH, AUTHOR OF THE HERMIT'S CAVE, RECLUSE OF ALBYN HALL, &C. &C",3 vols (I 235p; II 281p; III 266p). 12&deg;,Corvey; CME 3-628-48887-7; ECB 630; EN2 1822: 79; NSTC 2W12931; xOCLC
1689,20100817,1823A017,Elizabeth BARBER,1823,Female,,"INFLUENCE AND EXAMPLE; OR, THE RECLUSE. A TALE. BY THE AUTHOR OF ""DANGEROUS ERRORS.""","1 vol.  (iv, 236p, ill.). 12&deg;",Corvey; CME 3-628-47883-9; ECB 295; EN2 1823: 22; NSTC 2I2147; xOCLC
1692,20100817,1823A020,Mrs Alexander BLAIR,1823,Female,,"SELF-DELUSION; OR, ADELAIDE D'HAUTEROCHE: A TALE. BY THE AUTHOR OF ""DOMESTIC SCENES."" IN TWO VOLUMES",2 vols (I 365p; II 353p). 12&deg;,Corvey; CME 3-628-48641-6; ECB 526; EN2 1823: 14; NSTC 2S12804; xOCLC
1697,20100817,1823A025,Marion CORBETT,1823,Female,,PETTICOAT TALES,2 vols (I 339p; II 342p). 12&deg;,Corvey; CME 3-628-51118-6; ECB 444; EN2 1823: 29; NSTC 2C37724; xOCLC
1698,20100817,1823A026,Miss M. G. T. CRUMPE,1823,Female,,ISABEL ST ALBE: OR VICE AND VIRTUE. A NOVEL. IN THREE VOLUMES. BY MISS CRUMPE,"3 vols (I vi, 293p; II 260p; III 230p). 12&deg;",Corvey; CME 3-628-47354-3; ECB 146; EN2 1823: 30; NSTC 2C45429; xOCLC
1699,20100817,1823A027,Catherine CUTHBERTSON,1823,Female,?|romance,"THE HUT AND THE CASTLE; A ROMANCE. BY THE AUTHOR OF ""THE ROMANCE OF THE PYRENEES;"" ""SANTO SEBASTIANO; OR, THE YOUNG PROTECTOR,"" &C. IN FOUR VOLUMES",4 vols (I 347p; II 305p; III 310p; IV 389p). 12&deg;,Corvey; CME 3-628-47862-6; ECB 290; EN2 1823: 31; NSTC 2C48144; OCLC 2859760
1700,20100817,1823A028,Susan Linn DE WITT,1823,Female,,"JUSTINA; OR, RELIGION PURE AND UNDEFILED. A MORAL TALE. IN TWO VOLUMES",2 vols (I 272p; II 277p). 12&deg;,Corvey; CME 3-628-48011-6; ECB 315; EN2 1823: 6; NSTC 2J13580; xOCLC
1709,20100817,1823A037,Sarah GREEN,1823,Female,,"GRETNA GREEN MARRIAGES; OR, THE NIECES. A NOVEL. IN THREE VOLUMES. BY MRS. GREEN, AUTHOR OF WHO IS THE BRIDEGROOM? THE CARTHUSIAN FRIAR; DECEPTION; THE FUGITIVE; GOOD MEN OF MODERN DATE; FESTIVAL OF ST. JAGO, ROYAL EXILE, &C",3 vols (I 236p; II 238p; III 240p). 12&deg;,Corvey; CME 3-628-47907-X; ECB 243; EN2 1823: 40; NSTC 2G20157; xOCLC
1710,20100817,1823A038,Jane HARVEY,1823,Female,,"MOUNTALYTH, A TALE. IN THREE VOLUMES. BY JANE HARVEY, AUTHOR OF ""SINGULARITY,"" &C",3 vols (I 234p; II 243p; III 240p). 12&deg;,Corvey; CME 3-628-47633-X; ECB 257; EN2 1823: 41; NSTC 2H11039; xOCLC
1711,20100817,1823A039,"Barbara HOFLAND [formerly HOOLE, Barbara]",1823,Female,?,"INTEGRITY. A TALE. BY MRS. HOFLAND, AUTHOR OF TALES OF THE PRIORY, TALES OF THE MANOR, AND A SON OF A GENIUS, &C. &C","1 vol.  (264p, ill.). 12&deg;",Corvey; CME 3-628-47664-X; ECB 275; EN2 1823: 42; NSTC 2H29399; OCLC 13298618
1713,20100817,1823A041,"Margaret HOLFORD [afterwards HODSON, Margaret]",1823,Female,,"ITALIAN STORIES. TRANSLATED BY MISS HOLFORD, AUTHOR OF ""WALLACE,"" ""WARBECK OF WOLFSTEIN,"" ETC","1 vol.  (vi, 188p). 12&deg;",BL 636.d.35; ECB 277; EN2 1823: 44; NSTC 2H26268; OCLC 14225712
1715,20100817,1823A043,Grace Stuart HUME,1823,Female,,"ALICE, OR INFIDELITY; THE TRIFLER; AND MY AUNT ANNE. THREE TALES. BY GRACE STUART HUME. IN FIVE VOLUMES","5 vols (I iv, 319p; II 287p; III 310p; IV 289p; V 324p). 12&deg;",Corvey; CME 3-628-51052-X; ECB 288; EN2 1823: 46; NSTC 2H36600; xOCLC
1716,20100817,1823A044,Frances JACSON,1823,Female,,"ISABELLA. A NOVEL. BY THE AUTHOR OF ""RHODA,"" &C. IN THREE VOLUMES",3 vols (I 392p; II 348p; III 366p). 12&deg;,Corvey; CME 3-628-47872-3; ECB 301; EN2 1823: 47; NSTC 2L13755; OCLC 13304772
1720,20100817,1823A048,Grace KENNEDY,1823,Female,,"FATHER CLEMENT; A ROMAN CATHOLIC STORY. BY THE AUTHOR OF ""THE DECISION,"" &C",1 vol.  (370p). 18&deg;,BL 1509/3275; EN2 1823: 51; NSTC 2K3086; OCLC 41252596
1721,20100817,1823A049,Lady Caroline LAMB,1823,Female,,"ADA REIS, A TALE. IN THREE VOLUMES","3 vols (I xxiv, 243p; II 217p, music; III 149p). 8&deg;",Corvey; CME 3-628-47010-2; ECB 4; EN2 1823: 52; NSTC 2L2304; OCLC 4364480
1723,20100817,1823A051,Alicia LEFANU,1823,Female,,"DON JUAN DE LAS SIERRAS, OR, EL EMPECINADO. A ROMANCE. IN THREE VOLUMES. BY MISS LEFANU, AUTHOR OF HELEN MONTEAGLE, LEOLIN ABBEY, STRATHALLAN, TALES OF A TOURIST, &C","3 vols (I iv, 210p; II 212p; III 298p). 12&deg;",Corvey; CME 3-628-47974-6; ECB 336; EN2 1823: 54; NSTC 2L9893; xOCLC
1724,20100817,1823A052,Alicia LEFANU,1823,Female,,"TALES OF A TOURIST. CONTAINING THE OUTLAW, AND FASHIONABLE CONNEXIONS. IN FOUR VOLUMES. BY MISS LEFANU, AUTHOR OF STRATHALLAN, LEOLIN ABBEY, HELEN MONTEAGLE, &C",4 vols (I 257p; II 268p; III 267p; IV 250p). 12&deg;,Corvey; CME 3-628-48046-9; ECB 336; EN2 1823: 55; NSTC 2L9900; OCLC 6879898
1726,20100817,1823A054,Mary Gogo LEWIS,1823,Female,?|romance|arthur,GWENLLEAN. A TALE. BY MISS M. G. LEWIS. IN THREE VOLUMES,3 vols (I 250p; II 269p; III 251p). 12&deg;,Corvey; CME 3-628-48041-8; ECB 249; EN2 1823: 56; NSTC 2L14111; xOCLC
1728,20100817,1823A056,Eliza LOGAN,1823,Female,,"ST JOHNSTOUN; OR, JOHN, EARL OF GOWRIE. IN THREE VOLUMES","3 vols (I iv, 306p; II 300p; III 292p). 12&deg;",Corvey; CME 3-628-48787-0; ECB 511; EN2 1823: 58; NSTC 2L19800; OCLC 4355453
