id,source,source_id,author,year,gender,genre,title,format,catalogue_numbers
1537,20100817,1821A022,Margaret CAMPBELL,1821,Female,?|potgoth|romance,THE MIDNIGHT WANDERER; OR A LEGEND OF THE HOUSES OF ALTENBERG AND LINDENDORF. A ROMANCE. IN FOUR VOLUMES. BY MARGARET CAMPBELL,4 vols (I 227p; II 224p; III 222p; IV 257p). 12&deg;,Corvey; CME 3-628-47209-1; ECB 95; EN2 1821: 25; NSTC 2C4895; OCLC 6656096
1557,20100817,1821A042,Laetitia-Matilda HAWKINS,1821,Female,?|potgoth|romance,"HERALINE; OR, OPPOSITE PROCEEDINGS. BY LAETITIA-MATILDA HAWKINS. IN FOUR VOLUMES","4 vols (I iv, 362p; II 362p; III 349p; IV 408p). 12&deg;",BL 12613.bbb.21; ECB 259; EN2 1821: 44; NSTC 2H13208; OCLC 9673514
1558,20100817,1821A043,"Miss C. D. HAYNES [afterwards GOLLAND, Mrs C. D.]",1821,Female,?|potgoth|romance,"ELEANOR; OR, THE SPECTRE OF ST. MICHAEL'S. A ROMANTIC TALE. IN FIVE VOLUMES. BY MISS C. D. HAYNES, AUTHOR OF CASTLE LE BLANC; FOUNDLING OF DEVONSHIRE; AUGUSTUS AND ADELINA, &C. &C",5 vols (I 276p; II 257p; III 259p; IV 246p; V 278p). 12&deg;,Corvey; CME 3-628-47716-6; ECB 260; EN2 1821: 45; NSTC 2H14180; xOCLC
1652,20100817,1822A062,Anna Maria PORTER,1822,Female,?|potgoth|romance,"ROCHE-BLANCHE; OR, THE HUNTERS OF THE PYRENEES. A ROMANCE. BY MISS ANNA MARIA PORTER, AUTHOR OF ""THE VILLAGE OF MARIENDORPT,"" &C. IN THREE VOLUMES","3 vols (I xi, 374p; II 419p; III 568p). 12&deg;",Corvey; CME 3-628-48303-4; ECB 463; EN2 1822: 62; NSTC 2P22258; OCLC 6976739
1755,20100817,1823A083,Catherine George WARD,1823,Female,?|potgoth|romance,"THE MYSTERIES OF ST. CLAIR; OR, MARIETTE MOULINE. BY MRS. CATHERINE G. WARD, AUTHORESS OF THE FOLLOWING POPULAR NOVELS, VIZ. THE MYSTERIOUS MARRIAGE&#8212;THE ROSE OF CLAREMONT&#8212;ORPHAN BOY&#8212;THE THORN&#8212;FAMILY PORTRAITS&#8212;COTTAGE ON THE CLIFF&#8212;WIDOW'S CHOICE, &C","1 vol.  (624p, ill.). 8&deg;",NjP 3850.64.366; EN2 1823: 83; xNSTC; OCLC 41966436
1805,20100817,1824A046,Laetitia-Matilda HAWKINS,1824,Female,?|potgoth|romance,"ANNALINE; OR, MOTIVE-HUNTING",3 vols (I 346p; II 307p; III 310p). 8&deg;,Corvey; CME 3-628-47061-7; ECB 20; EN2 1824: 46; NSTC 2H13207; OCLC 29106589
1935,20100817,1825A077,Louisa Sidney STANHOPE,1825,Female,?|potgoth|romance,"RUNNEMEDE. AN ANCIENT LEGEND. IN THREE VOLUMES. BY LOUISA SIDNEY STANHOPE, AUTHOR OF THE BANDIT'S BRIDE; THE CRUSADERS; THE SIEGE OF KENILWORTH; FESTIVAL OF MORA; AGE WE LIVE IN, &C. &C","3 vols (I vi, 282p; II 292p; III 274p). 12&deg;",Corvey; CME 3-628-48779-X; ECB 558; EN2 1825: 76; NSTC 2S36112; OCLC 40458930
2094,20100817,1827A068,Louisa Sidney STANHOPE,1827,Female,?|potgoth|romance,"THE SEER OF TIVIOTDALE. A ROMANCE. IN FOUR VOLUMES. BY LOUISA SIDNEY STANHOPE, AUTHOR OF THE BANDIT'S BRIDE, THE CRUSADERS, THE FESTIVAL OF MORA, RUNNEMEDE, AGE WE LIVE IN, DI MONTRANZO, SIEGE OF KENILWORTH, CONFESSIONAL OF VALOMBRE, &C","4 vols (I iii, 312p; II 300p; III 295p; IV 270p). 12&deg;",Corvey; CME 3-628-48780-3; ECB 558; EN2 1827: 67; NSTC 2S36113; OCLC 48262637
577,20100817,1807A058,Catherine SMITH,1807,Female,?|pregoth,"THE MISANTHROPE FATHER; OR, THE GUARDED SECRET: A NOVEL, IN THREE VOLUMES. BY MISS SMITH","3 vols (I iii, 246p; II 255p; III 258p). 12&deg;",BL 12614.aa.25; ECB 544; EN2 1807: 60; NSTC S2363; xOCLC
1580,20100817,1821A065,Charlotte SMITH,1821,Female,?|pregoth,THE REPUBLICAN'S MISTRESS; A NOVEL FOUNDED UPON FACTS. BY CHARLOTTE SMITH. IN THREE VOLUMES,3 vols (I 286p; II 287p; III 345p). 12&deg;,Corvey; CME 3-628-48661-0; ECB 544; EN2 1821: 66; NSTC 2S25620; OCLC 7071452
249,20100817,1803A032,Elisabeth GU&#201;NARD,1803,Female,?|monk,THE THREE MONKS!!! FROM THE FRENCH. BY H. J. SARRETT. IN TWO VOLUMES,2 vols (I 191p; II 204p). 12&deg;,Corvey; CME 3-628-48526-6; ECB 590; EN2 1803: 32; NSTC G2326; xOCLC
349,20100817,1804A053,Henrietta Rouviere MOSSE,1804,Female,?|monk,LUSSINGTON ABBEY. A NOVEL. IN TWO VOLUMES. BY HENRIETTA ROUVIERE,"2 vols (I iv, 347p; II 308p). 12&deg;",Corvey; CME 3-628-48348-4; EN2 1804: 51; xNSTC; OCLC 47127660
422,20100817,1805A051,Alethea Brereton LEWIS,1805,Female,?|monk,"THE NUNS OF THE DESERT; OR, THE WOODLAND WITCHES. IN TWO VOLUMES. BY EUGENIA DE ACTON. AUTHOR OF ESSAYS ON THE ART OF BEING HAPPY; A TALE WITHOUT TITLE, &C","2 vols (I xii, 319p; II 296p). 12&deg;",Corvey; CME 3-628-47007-2; ECB 3; EN2 1805: 50; xNSTC; OCLC 46775922
913,20100817,1811A044,Caroline HORWOOD,1811,Female,?|monk,"ST. OSTBERG, OR THE CARMELITE MONK. A ROMANCE. IN FOUR VOLUMES",4 vols (I 212p; II 212p; III 212p; IV 224p). 12&deg;,Corvey; CME 3-628-47215-6; EN2 1811: 44; xNSTC; xOCLC
1241,20100817,1816A045,Henrietta Rouviere MOSSE,1816,Female,?|monk,"CRAIGH-MELROSE PRIORY; OR, MEMOIRS OF THE MOUNT LINTON FAMILY. A NOVEL. IN FOUR VOLUMES","4 vols (I vii, 347p; II 307p; III 332p; IV 311p). 12&deg;",Corvey; CME 3-628-47347-0; EN2 1816: 45; NSTC 2C41946; OCLC 19877149
1413,20100817,1819A041,"Miss C. D. HAYNES [afterwards GOLLAND, Mrs C. D.]",1819,Female,?|monk,"AUGUSTUS & ADELINA; OR, THE MONK OF ST. BARNARDINE. A ROMANCE. IN FOUR VOLUMES. BY MISS C. D. HAYNES, AUTHOR OF THE FOUNDLING OF DEVONSHIRE, CASTLE OF LE BLANC, &C",4 vols (I 220p; II 247p; III 240p; IV 217p). 12&deg;,Corvey; CME 3-628-47641-0; ECB 260; EN2 1819: 41; NSTC 2H14179; xOCLC
388,20100817,1805A017,Mrs BURKE,1805,Female,?|myst,"THE SECRET OF THE CAVERN. A NOVEL. IN TWO VOLUMES. BY MRS. BURKE, AUTHOR OF THE SORROWS OF EDITH, ELLIOTT, &C",2 vols (I 221p; II 244p). 12&deg;,Corvey; CME 3-628-47172-9; ECB 85; EN2 1805: 17; NSTC B5594; xOCLC
432,20100817,1805A061,Mary PILKINGTON,1805,Female,?|myst,"CRIMES AND CHARACTERS; OR, THE NEW FOUNDLING. IN THREE VOLUMES. BY MRS. PILKINGTON, AUTHOR OF PARENTAL DUPLICITY, &C. &C",3 vols (I 240p; II 256p; III 248p). 12&deg;,Corvey; CME 3-628-48442-1; ECB 450; EN2 1805: 60; NSTC P1762; OCLC 10418898
1110,20100817,1814A030,Anne Julia Kemble HATTON,1814,Female,?|myst,"CONVICTION; OR, SHE IS INNOCENT! A NOVEL. IN FIVE VOLUMES. BY ANN OF SWANSEA, AUTHOR OF CAMBRIAN PICTURES; SICILIAN MYSTERIES, &C. &C",5 vols (I 238p; II 260p; III 239p; IV 246p; V 266p). 12&deg;,Corvey; CME 3-628-48744-7; ECB 133; EN2 1814: 28; NSTC A1351; xOCLC
210,20100817,1802A054,Miss PILKINGTON,1802,Female,?|ghost,"THE ACCUSING SPIRIT, OR DE COURCY AND EGLANTINE. A ROMANCE. IN FOUR VOLUMES. BY THE AUTHOR OF DELIA, ROSINA, AND THE SUBTERRANEAN CAVERN","4 vols (I 295p, ill.; II 276p; III 292p; IV 304p). 12&deg;",Corvey; CME 3-628-47004-8; ECB 3; EN2 1802: 54; NSTC B4627; OCLC 6972983
464,20100817,1806A017,Anna Maria BENNETT,1806,Female,?|ghost,"VICISSITUDES ABROAD; OR, THE GHOST OF MY FATHER. A NOVEL. IN SIX VOLUMES. BY MRS. BENNETT, AUTHOR OF ANNA; JUVENILE INDISCRETIONS; AGNES DE COURCI; ELLEN; BEGGAR GIRL, &C","6 vols (I vi, 308p; II 340p; III 323p; IV 355p; V 316p; VI 384p). 12&deg;",Corvey; CME 3-628-47253-9; ECB 50; EN2 1806: 18; NSTC B1579; OCLC 6652683
143,20100817,1801A061,Caroline E. RICHARDSON,1801,Female,?|goth,"ADONIA, A DESULTORY STORY, IN FOUR VOLUMES. INSCRIBED, BY PERMISSION, TO HER GRACE THE DUCHESS OF BUCCLEUGH","4 vols (I 3, 300p; II 295p; III 343p; IV 372p). 12&deg;",BL 12614.cc.15; ECB 6; EN2 1801: 59; NSTC A479; OCLC 13275726
2077,20100817,1827A051,Jane C. LOUDON,1827,Female,?|goth,THE MUMMY! A TALE OF THE TWENTY-SECOND CENTURY. IN THREE VOLUMES,"3 vols (I viii, 300p; II 348p; III 303p). 12&deg;","BL N.458,459; ECB 400; EN2 1827: 50; NSTC 2W10092; OCLC 11547265"
